FECHA,DEPARTAMENTO,MUNICIPIO,DÍA,CLASE DE ARMA,PERMISO,ZONA,CLASE DE SITIO,CÓDIGO DANE,CANTIDAD
01/01/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
01/01/2018,ATLÁNTICO,BARRANQUILLA (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
01/01/2018,ATLÁNTICO,BARRANQUILLA (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
01/01/2018,ATLÁNTICO,CAMPO DE LA CRUZ,Lunes,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,8137000,1
01/01/2018,ATLÁNTICO,SOLEDAD,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8758000,1
01/01/2018,ATLÁNTICO,SOLEDAD,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8758000,1
01/01/2018,BOYACÁ,SAN JOSÉ DE PARE,Lunes,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,15664000,1
01/01/2018,CALDAS,CHINCHINÁ,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,17174000,1
01/01/2018,CALDAS,LA MERCED,Lunes,ESCOPETA,SIN PERMISO,URBANA,INSTALACIONES DE LA POLICIA,17388000,1
01/01/2018,CAUCA,CALOTO,Lunes,PISTOLA,SIN PERMISO,RURAL,CARRETERA,19142000,1
01/01/2018,CAUCA,EL TAMBO,Lunes,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,19256000,1
01/01/2018,CAUCA,POPAYÁN (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,19001000,2
01/01/2018,CESAR,SAN ALBERTO,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,20710000,1
01/01/2018,CESAR,SAN ALBERTO,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,20710000,2
01/01/2018,CHOCÓ,NÓVITA,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,27491000,1
01/01/2018,CHOCÓ,QUIBDÓ (CT),Lunes,FUSIL / RIFLE,SIN PERMISO,URBANA,ALTAMAR,27001000,1
01/01/2018,CHOCÓ,QUIBDÓ (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,ALTAMAR,27001000,1
01/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,11001000,1
01/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,4
01/01/2018,CUNDINAMARCA,GUADUAS,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,25320000,1
01/01/2018,CUNDINAMARCA,TENA,Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,25797000,1
01/01/2018,GUAJIRA,MAICAO,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,44430000,1
01/01/2018,GUAJIRA,RIOHACHA (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,44001000,2
01/01/2018,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,AEROPUERTO,95001000,1
01/01/2018,HUILA,NEIVA (CT),Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,41001000,2
01/01/2018,HUILA,TIMANÁ,Lunes,REVOLVER,CON PERMISO,RURAL,VIAS PUBLICAS,41807000,1
01/01/2018,MAGDALENA,FUNDACIÓN,Lunes,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,47288000,1
01/01/2018,MAGDALENA,SANTA MARTA (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,47001000,2
01/01/2018,NARIÑO,SAN ANDRES DE TUMACO,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,52835000,1
01/01/2018,NARIÑO,YACUANQUER,Lunes,REVOLVER,SIN PERMISO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,52885000,1
01/01/2018,NORTE DE SANTANDER,OCAÑA,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,54498000,1
01/01/2018,NORTE DE SANTANDER,TIBÚ,Lunes,PISTOLA,SIN PERMISO,RURAL,CARRETERA,54810000,1
01/01/2018,PUTUMAYO,PUERTO ASÍS,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,86568000,1
01/01/2018,RISARALDA,LA VIRGINIA,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,66400000,1
01/01/2018,SANTANDER,BUCARAMANGA (CT),Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,68001000,1
01/01/2018,SANTANDER,FLORIDABLANCA,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,68276000,1
01/01/2018,SUCRE,LOS PALMITOS,Lunes,PISTOLA,CON PERMISO,RURAL,TRAMO DE VIA,70418000,1
01/01/2018,SUCRE,SINCELEJO (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,70001000,1
01/01/2018,TOLIMA,PLANADAS,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,73555000,1
01/01/2018,TOLIMA,SALDAÑA,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,73671000,1
01/01/2018,VALLE,ALCALÁ,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76020000,1
01/01/2018,VALLE,BUENAVENTURA,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76109000,1
01/01/2018,VALLE,CALI (CT),Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
01/01/2018,VALLE,CALI (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
01/01/2018,VALLE,CALI (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,3
01/01/2018,VALLE,CANDELARIA,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76130000,1
01/01/2018,VALLE,JAMUNDÍ,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76364000,2
01/01/2018,VALLE,PALMIRA,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76520000,1
02/01/2018,ANTIOQUIA,BETULIA,Martes,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,5093000,1
02/01/2018,ANTIOQUIA,ITAGUI,Martes,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,5360000,1
02/01/2018,ANTIOQUIA,LA ESTRELLA,Martes,REVOLVER,CON PERMISO,RURAL,VIAS PUBLICAS,5380000,1
02/01/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,FUSIL / RIFLE,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
02/01/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
02/01/2018,ANTIOQUIA,MEDELLÍN (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
02/01/2018,ANTIOQUIA,PUERTO TRIUNFO,Martes,REVOLVER,CON PERMISO,RURAL,TRAMO DE VIA,5591000,1
02/01/2018,ATLÁNTICO,BARRANQUILLA (CT),Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,2
02/01/2018,BOLÍVAR,CARTAGENA (CT),Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,13001000,1
02/01/2018,BOLÍVAR,CARTAGENA (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,13001000,1
02/01/2018,BOYACÁ,EL COCUY,Martes,ESCOPETA DE FISTO,SIN PERMISO,RURAL,VIAS PUBLICAS,15244000,1
02/01/2018,BOYACÁ,MONGUA,Martes,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,15464000,1
02/01/2018,CALDAS,SUPÍA,Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,17777000,1
02/01/2018,CESAR,AGUSTÍN CODAZZI,Martes,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,20013000,1
02/01/2018,CHOCÓ,QUIBDÓ (CT),Martes,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,27001000,1
02/01/2018,CÓRDOBA,CIÉNAGA DE ORO,Martes,ESCOPETA,SIN PERMISO,RURAL,LOTE BALDIO,23189000,1
02/01/2018,CÓRDOBA,PURÍSIMA,Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,23586000,1
02/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,11001000,1
02/01/2018,CUNDINAMARCA,GUASCA,Martes,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,25322000,1
02/01/2018,CUNDINAMARCA,SOACHA,Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,25754000,1
02/01/2018,HUILA,ALGECIRAS,Martes,ESCOPETA,SIN PERMISO,URBANA,CASAS DE HABITACION,41020000,1
02/01/2018,HUILA,GIGANTE,Martes,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,41306000,1
02/01/2018,HUILA,NEIVA (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,41001000,1
02/01/2018,META,PUERTO RICO,Martes,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,50590000,1
02/01/2018,NARIÑO,PASTO (CT),Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,52001000,1
02/01/2018,NORTE DE SANTANDER,CÚCUTA (CT),Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,54001000,1
02/01/2018,NORTE DE SANTANDER,CÚCUTA (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,54001000,1
02/01/2018,QUINDÍO,QUIMBAYA,Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,63594000,1
02/01/2018,SANTANDER,FLORIDABLANCA,Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,68276000,1
02/01/2018,TOLIMA,IBAGUÉ (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,73001000,1
02/01/2018,VALLE,BUENAVENTURA,Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76109000,1
02/01/2018,VALLE,CALI (CT),Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
02/01/2018,VALLE,CALI (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,2
02/01/2018,VALLE,CANDELARIA,Martes,PISTOLA,SIN PERMISO,RURAL,CARRETERA,76130000,1
03/01/2018,ANTIOQUIA,MEDELLÍN (CT),Miércoles,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
03/01/2018,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
03/01/2018,ATLÁNTICO,USIACURÍ,Miércoles,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,8849000,1
03/01/2018,BOLÍVAR,CARTAGENA (CT),Miércoles,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,13001000,1
03/01/2018,BOLÍVAR,SIMITÍ,Miércoles,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,13744000,2
03/01/2018,CALDAS,RIOSUCIO,Miércoles,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,17614000,1
03/01/2018,CAQUETÁ,FLORENCIA (CT),Miércoles,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,18001000,1
03/01/2018,CASANARE,VILLANUEVA,Miércoles,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,85440000,1
03/01/2018,CHOCÓ,QUIBDÓ (CT),Miércoles,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,27001000,1
03/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,PISTOLA,SIN PERMISO,URBANA,PANADERIAS,11001000,1
03/01/2018,GUAJIRA,RIOHACHA (CT),Miércoles,PISTOLA,SIN PERMISO,RURAL,TRAMO DE VIA,44001000,1
03/01/2018,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),Miércoles,PISTOLA,SIN PERMISO,URBANA,PUESTO DE CONTROL,95001000,1
03/01/2018,NARIÑO,IPIALES,Miércoles,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,52356000,1
03/01/2018,NORTE DE SANTANDER,CÚCUTA (CT),Miércoles,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,54001000,1
03/01/2018,NORTE DE SANTANDER,SARDINATA,Miércoles,PISTOLA,SIN PERMISO,RURAL,CARRETERA,54720000,1
03/01/2018,NORTE DE SANTANDER,TIBÚ,Miércoles,PISTOLA,SIN PERMISO,RURAL,ZONA SELVÁTICA,54810000,1
03/01/2018,QUINDÍO,ARMENIA (CT),Miércoles,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,63001000,1
03/01/2018,RISARALDA,PEREIRA (CT),Miércoles,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,66001000,1
03/01/2018,SANTANDER,BUCARAMANGA (CT),Miércoles,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,68001000,1
03/01/2018,SANTANDER,BUCARAMANGA (CT),Miércoles,REVOLVER,SIN PERMISO,URBANA,TERMINAL DE TRANSPORTES,68001000,1
03/01/2018,SANTANDER,FLORIDABLANCA,Miércoles,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,68276000,1
03/01/2018,SANTANDER,RIONEGRO,Miércoles,ESCOPETA DE FISTO,SIN PERMISO,RURAL,FINCAS Y SIMILARES,68615000,1
03/01/2018,SUCRE,COROZAL,Miércoles,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,70215000,1
03/01/2018,TOLIMA,IBAGUÉ (CT),Miércoles,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,73001000,1
03/01/2018,VALLE,CALI (CT),Miércoles,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,2
04/01/2018,ANTIOQUIA,CAUCASIA,Jueves,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,5154000,3
04/01/2018,ANTIOQUIA,MEDELLÍN (CT),Jueves,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
04/01/2018,ANTIOQUIA,MEDELLÍN (CT),Jueves,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
04/01/2018,ATLÁNTICO,BARRANQUILLA (CT),Jueves,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
04/01/2018,ATLÁNTICO,PONEDERA,Jueves,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8560000,1
04/01/2018,ATLÁNTICO,SOLEDAD,Jueves,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8758000,1
08/04/2018,GUAJIRA,URIBIA,Domingo,PISTOLA,SIN PERMISO,URBANA,PARQUES,44847000,1
04/01/2018,ATLÁNTICO,SOLEDAD,Jueves,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8758000,1
04/01/2018,BOLÍVAR,CARTAGENA (CT),Jueves,PISTOLA,CON PERMISO,RURAL,VIAS PUBLICAS,13001000,1
04/01/2018,BOLÍVAR,MAHATES,Jueves,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,13433000,1
04/01/2018,CALDAS,MANIZALES (CT),Jueves,REVOLVER,SIN PERMISO,RURAL,FINCAS Y SIMILARES,17001000,1
04/01/2018,CALDAS,VILLAMARÍA,Jueves,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,17873000,5
04/01/2018,CALDAS,VILLAMARÍA,Jueves,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,17873000,2
04/01/2018,CAQUETÁ,CARTAGENA DEL CHAIRÁ,Jueves,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,18150000,1
04/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
04/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,3
04/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,PISTOLA,SIN PERMISO,URBANA,CASAS DE HABITACION,11001000,1
04/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,PISTOLA,CON PERMISO,URBANA,AEROPUERTO,11001000,1
04/01/2018,CUNDINAMARCA,FACATATIVÁ,Jueves,PISTOLA,CON PERMISO,RURAL,CARRETERA,25269000,1
04/01/2018,CUNDINAMARCA,GUAYABETAL,Jueves,PISTOLA,CON PERMISO,RURAL,CARRETERA,25335000,1
04/01/2018,GUAJIRA,EL MOLINO,Jueves,ESCOPETA,SIN PERMISO,RURAL,TRAMO DE VIA,44110000,1
04/01/2018,GUAJIRA,FONSECA,Jueves,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,44279000,1
04/01/2018,GUAVIARE,MIRAFLORES,Jueves,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,95200000,1
04/01/2018,GUAVIARE,MIRAFLORES,Jueves,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,95200000,1
04/01/2018,MAGDALENA,PIJIÑO DEL CARMEN,Jueves,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,47545000,1
04/01/2018,NARIÑO,BARBACOAS,Jueves,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,52079000,1
04/01/2018,NARIÑO,MAGÜI,Jueves,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,52427000,1
04/01/2018,NORTE DE SANTANDER,ARBOLEDAS,Jueves,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,54051000,1
04/01/2018,NORTE DE SANTANDER,CÚCUTA (CT),Jueves,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,54001000,1
04/01/2018,QUINDÍO,ARMENIA (CT),Jueves,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,63001000,1
04/01/2018,RISARALDA,DOSQUEBRADAS,Jueves,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,66170000,1
04/01/2018,TOLIMA,HONDA,Jueves,PISTOLA,CON PERMISO,RURAL,CARRETERA,73349000,1
04/01/2018,TOLIMA,IBAGUÉ (CT),Jueves,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,73001000,1
04/01/2018,VALLE,CALI (CT),Jueves,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
04/01/2018,VALLE,CALI (CT),Jueves,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
05/01/2018,ANTIOQUIA,EL SANTUARIO,Viernes,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,5697000,1
05/01/2018,ANTIOQUIA,MEDELLÍN (CT),Viernes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
05/01/2018,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,Viernes,PISTOLA,CON PERMISO,RURAL,TRAMO DE VIA,5042000,1
05/01/2018,ATLÁNTICO,BARRANQUILLA (CT),Viernes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
05/01/2018,ATLÁNTICO,CAMPO DE LA CRUZ,Viernes,ESCOPETA,CON PERMISO,RURAL,CARRETERA,8137000,1
05/01/2018,ATLÁNTICO,MALAMBO,Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,8433000,1
05/01/2018,ATLÁNTICO,SOLEDAD,Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8758000,1
05/01/2018,BOLÍVAR,ARJONA,Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,13052000,1
05/01/2018,BOLÍVAR,EL CARMEN DE BOLÍVAR,Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,13244000,1
05/01/2018,BOYACÁ,SUTATENZA,Viernes,PISTOLA,CON PERMISO,RURAL,TRAMO DE VIA,15778000,1
05/01/2018,CALDAS,CHINCHINÁ,Viernes,PISTOLA,CON PERMISO,RURAL,CARRETERA,17174000,1
05/01/2018,CAUCA,POPAYÁN (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,19001000,1
05/01/2018,CESAR,RÍO DE ORO,Viernes,PISTOLA,SIN PERMISO,RURAL,CARRETERA,20614000,1
05/01/2018,CESAR,RÍO DE ORO,Viernes,REVOLVER,SIN PERMISO,RURAL,CARRETERA,20614000,1
05/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
05/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,2
05/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,PISTOLA,CON PERMISO,URBANA,AEROPUERTO,11001000,1
05/01/2018,CUNDINAMARCA,CHIPAQUE,Viernes,ESCOPETA,SIN PERMISO,RURAL,TRAMO DE VIA,25178000,1
05/01/2018,CUNDINAMARCA,FACATATIVÁ,Viernes,REVOLVER,SIN PERMISO,RURAL,CARRETERA,25269000,1
05/01/2018,GUAJIRA,DIBULLA,Viernes,ESCOPETA,SIN PERMISO,RURAL,TRAMO DE VIA,44090000,1
05/01/2018,GUAJIRA,MAICAO,Viernes,PISTOLA,SIN PERMISO,RURAL,RANCHERIA,44430000,1
05/01/2018,GUAJIRA,MAICAO,Viernes,SUBAMETRALLADORA,SIN PERMISO,RURAL,RANCHERIA,44430000,1
05/01/2018,GUAJIRA,RIOHACHA (CT),Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,44001000,1
05/01/2018,GUAJIRA,RIOHACHA (CT),Viernes,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,44001000,1
05/01/2018,GUAJIRA,RIOHACHA (CT),Viernes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,44001000,1
05/01/2018,MAGDALENA,ALGARROBO,Viernes,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,47030000,1
05/01/2018,META,PUERTO LÓPEZ,Viernes,REVOLVER,CON PERMISO,RURAL,TRAMO DE VIA,50573000,1
05/01/2018,NARIÑO,PASTO (CT),Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,52001000,1
05/01/2018,NORTE DE SANTANDER,TIBÚ,Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,54810000,1
05/01/2018,RISARALDA,BELÉN DE UMBRÍA,Viernes,ESCOPETA,SIN PERMISO,URBANA,CASAS DE HABITACION,66088000,1
05/01/2018,RISARALDA,SANTUARIO,Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,66687000,1
05/01/2018,SUCRE,MORROA,Viernes,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,70473000,1
05/01/2018,TOLIMA,IBAGUÉ (CT),Viernes,ESCOPETA,CON PERMISO,URBANA,VIAS PUBLICAS,73001000,1
05/01/2018,VALLE,CALI (CT),Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
05/01/2018,VALLE,CALI (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,4
05/01/2018,VALLE,GINEBRA,Viernes,REVOLVER,SIN PERMISO,RURAL,FINCAS Y SIMILARES,76306000,1
05/01/2018,VALLE,JAMUNDÍ,Viernes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76364000,1
06/01/2018,ANTIOQUIA,MEDELLÍN (CT),Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
06/01/2018,ANTIOQUIA,MEDELLÍN (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,TERMINAL DE TRANSPORTES,5001000,1
06/01/2018,ANTIOQUIA,TURBO,Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5837000,1
06/01/2018,ARAUCA,ARAUQUITA,Sábado,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,81065000,1
06/01/2018,ARAUCA,ARAUQUITA,Sábado,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,81065000,1
06/01/2018,ARAUCA,SARAVENA,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,81736000,1
06/01/2018,ATLÁNTICO,BARRANQUILLA (CT),Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
06/01/2018,ATLÁNTICO,BARRANQUILLA (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
06/01/2018,ATLÁNTICO,MALAMBO,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8433000,1
06/01/2018,CALDAS,LA DORADA,Sábado,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,17380000,1
06/01/2018,CASANARE,AGUAZUL,Sábado,REVOLVER,SIN PERMISO,RURAL,FINCAS Y SIMILARES,85010000,2
06/01/2018,CAUCA,MERCADERES,Sábado,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,19450000,1
06/01/2018,CAUCA,POPAYÁN (CT),Sábado,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,19001000,1
06/01/2018,CAUCA,PUERTO TEJADA,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,19573000,1
06/01/2018,CAUCA,PUERTO TEJADA,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,19573000,1
06/01/2018,CESAR,VALLEDUPAR (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,20001000,1
06/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
06/01/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,PISTOLA,SIN PERMISO,URBANA,BOMBA DE GASOLINA,11001000,1
06/01/2018,CUNDINAMARCA,CAQUEZA,Sábado,ESCOPETA,SIN PERMISO,RURAL,TRAMO DE VIA,25151000,1
06/01/2018,CUNDINAMARCA,FUSAGASUGÁ,Sábado,ESCOPETA,SIN PERMISO,URBANA,CONJUNTO RESIDENCIAL,25290000,1
06/01/2018,CUNDINAMARCA,MOSQUERA,Sábado,REVOLVER,SIN PERMISO,URBANA,FRENTE A ALMACEN - VIA PUBLICA,25473000,1
