FECHA,DEPARTAMENTO,MUNICIPIO,DÍA,CLASE DE ARMA,PERMISO,ZONA,CLASE DE SITIO,CÓDIGO DANE,CANTIDAD
01/03/2018,QUINDÍO,CALARCA,Jueves,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,63130000,1
01/03/2018,QUINDÍO,LA TEBAIDA,Jueves,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,63401000,1
01/03/2018,RISARALDA,LA VIRGINIA,Jueves,REVOLVER,CON PERMISO,RURAL,CARRETERA,66400000,1
01/03/2018,RISARALDA,SANTA ROSA DE CABAL,Jueves,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,66682000,1
01/03/2018,SAN ANDRÉS,SAN ANDRÉS (CT),Jueves,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,88001000,2
01/03/2018,SANTANDER,ARATOCA,Jueves,ESCOPETA DE FISTO,SIN PERMISO,RURAL,CARRETERA,68051000,1
01/03/2018,SANTANDER,CHARTA,Jueves,ESCOPETA,SIN PERMISO,URBANA,CARRETERA,68169000,2
01/03/2018,SANTANDER,SABANA DE TORRES,Jueves,ESCOPETA DE FISTO,SIN PERMISO,RURAL,CARRETERA,68655000,2
01/03/2018,SUCRE,SAMPUÉS,Jueves,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,70670000,1
01/03/2018,TOLIMA,ANZOÁTEGUI,Jueves,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,73043000,1
01/03/2018,VALLE,BUENAVENTURA,Jueves,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,76109000,1
01/03/2018,VALLE,CALI (CT),Jueves,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
01/03/2018,VALLE,CALI (CT),Jueves,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,2
01/03/2018,VALLE,CALI (CT),Jueves,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,3
02/03/2018,ANTIOQUIA,CHIGORODÓ,Viernes,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,5172000,3
02/03/2018,ANTIOQUIA,EL SANTUARIO,Viernes,ESCOPETA,CON PERMISO,RURAL,TRAMO DE VIA,5697000,2
02/03/2018,ANTIOQUIA,EL SANTUARIO,Viernes,PISTOLA,CON PERMISO,RURAL,TRAMO DE VIA,5697000,11
02/03/2018,ANTIOQUIA,EL SANTUARIO,Viernes,REVOLVER,CON PERMISO,RURAL,TRAMO DE VIA,5697000,1
02/03/2018,ANTIOQUIA,GUARNE,Viernes,REVOLVER,SIN PERMISO,RURAL,FINCAS Y SIMILARES,5318000,1
02/03/2018,ANTIOQUIA,MEDELLÍN (CT),Viernes,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,5001000,1
02/03/2018,ANTIOQUIA,MEDELLÍN (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
02/03/2018,ANTIOQUIA,MEDELLÍN (CT),Viernes,ESCOPETA,SIN PERMISO,URBANA,LOTE BALDIO,5001000,1
02/03/2018,ANTIOQUIA,MEDELLÍN (CT),Viernes,FUSIL / RIFLE,SIN PERMISO,URBANA,LOTE BALDIO,5001000,1
02/03/2018,ANTIOQUIA,MEDELLÍN (CT),Viernes,PISTOLA,SIN PERMISO,URBANA,LOTE BALDIO,5001000,2
02/03/2018,ANTIOQUIA,MEDELLÍN (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,LOTE BALDIO,5001000,3
02/03/2018,ANTIOQUIA,MEDELLÍN (CT),Viernes,SUBAMETRALLADORA,SIN PERMISO,URBANA,LOTE BALDIO,5001000,1
02/03/2018,ANTIOQUIA,SAN ROQUE,Viernes,ESCOPETA,SIN PERMISO,RURAL,TRAMO DE VIA,5670000,1
02/03/2018,ANTIOQUIA,SAN ROQUE,Viernes,PISTOLA,SIN PERMISO,RURAL,TRAMO DE VIA,5670000,1
02/03/2018,ATLÁNTICO,BARRANQUILLA (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
02/03/2018,ATLÁNTICO,MALAMBO,Viernes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8433000,1
02/03/2018,BOLÍVAR,ARJONA,Viernes,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,13052000,1
02/03/2018,BOLÍVAR,EL CARMEN DE BOLÍVAR,Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,13244000,1
02/03/2018,BOYACÁ,CUCAITA,Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,15224000,2
02/03/2018,BOYACÁ,DUITAMA,Viernes,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,15238000,1
02/03/2018,BOYACÁ,ZETAQUIRA,Viernes,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,15897000,1
02/03/2018,CALDAS,CHINCHINÁ,Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,17174000,1
02/03/2018,CASANARE,AGUAZUL,Viernes,REVOLVER,SIN PERMISO,RURAL,TRAMO DE VIA,85010000,1
02/03/2018,CASANARE,TRINIDAD,Viernes,PISTOLA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,85430000,1
02/03/2018,CASANARE,YOPAL (CT),Viernes,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,85001000,1
02/03/2018,CASANARE,YOPAL (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,85001000,1
02/03/2018,CAUCA,PATÍA,Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,19532000,1
02/03/2018,CAUCA,PUERTO TEJADA,Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,19573000,1
02/03/2018,CESAR,AGUSTÍN CODAZZI,Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,20013000,1
02/03/2018,CESAR,VALLEDUPAR (CT),Viernes,ESCOPETA,SIN PERMISO,RURAL,RIOS,20001000,1
02/03/2018,CESAR,VALLEDUPAR (CT),Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,20001000,1
02/03/2018,CÓRDOBA,SAN ANDRÉS SOTAVENTO,Viernes,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,23670000,1
02/03/2018,CÓRDOBA,TUCHÍN,Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,23815000,1
02/03/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
02/03/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,3
02/03/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,11001000,1
02/03/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,3
02/03/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,PISTOLA,SIN PERMISO,URBANA,ESTABLECIMIENTO DE COMERCIO,11001000,1
02/03/2018,CUNDINAMARCA,GIRARDOT,Viernes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,25307000,2
02/03/2018,CUNDINAMARCA,GUACHETÁ,Viernes,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,25317000,1
02/03/2018,GUAJIRA,MAICAO,Viernes,PISTOLA,SIN PERMISO,URBANA,CASAS DE HABITACION,44430000,2
02/03/2018,GUAJIRA,MAICAO,Viernes,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,44430000,2
02/03/2018,GUAJIRA,RIOHACHA (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,TIENDA,44001000,1
02/03/2018,HUILA,NEIVA (CT),Viernes,ESCOPETA DE FISTO,SIN PERMISO,URBANA,CASAS DE HABITACION,41001000,1
02/03/2018,MAGDALENA,CIÉNAGA,Viernes,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,47189000,1
02/03/2018,META,GRANADA,Viernes,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,50313000,1
02/03/2018,META,GRANADA,Viernes,REVOLVER,CON PERMISO,RURAL,TRAMO DE VIA,50313000,2
02/03/2018,NARIÑO,IPIALES,Viernes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,52356000,1
02/03/2018,NORTE DE SANTANDER,CHINÁCOTA,Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,54172000,2
02/03/2018,NORTE DE SANTANDER,EL ZULIA,Viernes,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,54261000,1
02/03/2018,NORTE DE SANTANDER,TIBÚ,Viernes,PISTOLA,SIN PERMISO,RURAL,CARRETERA,54810000,1
02/03/2018,RISARALDA,BALBOA,Viernes,REVOLVER,CON PERMISO,RURAL,CARRETERA,66075000,1
02/03/2018,SANTANDER,EL PLAYÓN,Viernes,ESCOPETA DE FISTO,SIN PERMISO,URBANA,INSTALACIONES DE LA POLICIA,68255000,1
02/03/2018,SANTANDER,FLORIDABLANCA,Viernes,PISTOLA,SIN PERMISO,URBANA,CASAS DE HABITACION,68276000,2
02/03/2018,SANTANDER,PALMAR,Viernes,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,68522000,1
02/03/2018,SANTANDER,PINCHOTE,Viernes,ESCOPETA DE FISTO,SIN PERMISO,RURAL,FINCAS Y SIMILARES,68549000,1
02/03/2018,SANTANDER,SOCORRO,Viernes,ESCOPETA DE FISTO,SIN PERMISO,RURAL,CARRETERA,68755000,1
02/03/2018,SUCRE,SAN ONOFRE,Viernes,REVOLVER,SIN PERMISO,RURAL,FINCAS Y SIMILARES,70713000,1
02/03/2018,VALLE,CALI (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,3
02/03/2018,VALLE,YUMBO,Viernes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76892000,1
02/03/2018,VICHADA,LA PRIMAVERA,Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,99524000,1
03/03/2018,ANTIOQUIA,MEDELLÍN (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,2
03/03/2018,ATLÁNTICO,BARRANQUILLA (CT),Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,4
03/03/2018,ATLÁNTICO,BARRANQUILLA (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,3
03/03/2018,ATLÁNTICO,CANDELARIA,Sábado,ESCOPETA,SIN PERMISO,RURAL,TRAMO DE VIA,8141000,1
03/03/2018,BOYACÁ,MIRAFLORES,Sábado,ESCOPETA DE FISTO,SIN PERMISO,RURAL,VIAS PUBLICAS,15455000,1
03/03/2018,BOYACÁ,RÁQUIRA,Sábado,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,15600000,1
03/03/2018,BOYACÁ,SANTA MARÍA,Sábado,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,15690000,1
03/03/2018,BOYACÁ,SOCHA,Sábado,ESCOPETA DE FISTO,SIN PERMISO,URBANA,INSTALACIONES DE LA POLICIA,15757000,1
03/03/2018,BOYACÁ,VILLA DE LEYVA,Sábado,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,15407000,1
03/03/2018,CALDAS,AGUADAS,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,17013000,1
03/03/2018,CALDAS,FILADELFIA,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,17272000,1
03/03/2018,CALDAS,MANIZALES (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,17001000,1
03/03/2018,CAQUETÁ,FLORENCIA (CT),Sábado,ESCOPETA DE FISTO,SIN PERMISO,RURAL,CARRETERA,18001000,1
03/03/2018,CASANARE,YOPAL (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,85001000,1
03/03/2018,CAUCA,PUERTO TEJADA,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,19573000,2
03/03/2018,CAUCA,SANTANDER DE QUILICHAO,Sábado,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,19698000,1
03/03/2018,CAUCA,SANTANDER DE QUILICHAO,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,19698000,1
03/03/2018,CESAR,GAMARRA,Sábado,REVOLVER,SIN PERMISO,RURAL,CARRETERA,20295000,1
03/03/2018,CÓRDOBA,LORICA,Sábado,REVOLVER,SIN PERMISO,RURAL,TRAMO DE VIA,23417000,1
03/03/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
03/03/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,6
03/03/2018,CUNDINAMARCA,CAPARRAPÍ,Sábado,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,25148000,1
03/03/2018,CUNDINAMARCA,CHIPAQUE,Sábado,REVOLVER,SIN PERMISO,RURAL,CARRETERA,25178000,1
03/03/2018,CUNDINAMARCA,FACATATIVÁ,Sábado,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,25269000,1
03/03/2018,CUNDINAMARCA,LENGUAZAQUE,Sábado,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,25407000,1
03/03/2018,CUNDINAMARCA,PARATEBUENO,Sábado,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,25530000,1
03/03/2018,CUNDINAMARCA,SAN JUAN DE RÍO SECO,Sábado,REVOLVER,CON PERMISO,RURAL,CARRETERA,25662000,1
03/03/2018,CUNDINAMARCA,SOACHA,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,25754000,3
03/03/2018,CUNDINAMARCA,TAUSA,Sábado,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,25793000,1
03/03/2018,GUAJIRA,HATONUEVO,Sábado,ESCOPETA,SIN PERMISO,RURAL,TROCHA,44378000,1
03/03/2018,MAGDALENA,ARIGUANÍ,Sábado,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,47058000,1
03/03/2018,MAGDALENA,CIÉNAGA,Sábado,PISTOLA,CON PERMISO,RURAL,TRAMO DE VIA,47189000,1
03/03/2018,META,PUERTO RICO,Sábado,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,50590000,1
03/03/2018,META,VILLAVICENCIO (CT),Sábado,REVOLVER,SIN PERMISO,RURAL,CASAS DE HABITACION,50001000,1
03/03/2018,NORTE DE SANTANDER,CÚCUTA (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,54001000,2
03/03/2018,NORTE DE SANTANDER,LOURDES,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,54418000,1
03/03/2018,QUINDÍO,ARMENIA (CT),Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,63001000,1
03/03/2018,RISARALDA,MISTRATÓ,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,66456000,1
03/03/2018,SANTANDER,BARRANCABERMEJA,Sábado,REVOLVER,SIN PERMISO,RURAL,TRAMO DE VIA,68081000,1
03/03/2018,SANTANDER,CHARALÁ,Sábado,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,68167000,1
03/03/2018,SANTANDER,EL PEÑÓN,Sábado,REVOLVER,SIN PERMISO,RURAL,FINCAS Y SIMILARES,68250000,1
03/03/2018,SANTANDER,EL PLAYÓN,Sábado,ESCOPETA DE FISTO,SIN PERMISO,RURAL,CARRETERA,68255000,1
03/03/2018,SANTANDER,FLORIDABLANCA,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,68276000,1
03/03/2018,SANTANDER,LEBRIJA,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,68406000,1
03/03/2018,SUCRE,SAN ONOFRE,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,70713000,1
03/03/2018,VALLE,BUENAVENTURA,Sábado,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,76109000,1
03/03/2018,VALLE,CALI (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,2
03/03/2018,VALLE,CALI (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,76001000,1
03/03/2018,VALLE,JAMUNDÍ,Sábado,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,76364000,1
03/03/2018,VALLE,JAMUNDÍ,Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76364000,1
03/03/2018,VALLE,PRADERA,Sábado,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,76563000,1
04/03/2018,ANTIOQUIA,ENVIGADO,Domingo,REVOLVER,CON PERMISO,RURAL,VIAS PUBLICAS,5266000,1
04/03/2018,ANTIOQUIA,MEDELLÍN (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
04/03/2018,ANTIOQUIA,SAN PEDRO,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5664000,1
04/03/2018,ANTIOQUIA,SAN PEDRO,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5664000,1
04/03/2018,ANTIOQUIA,TITIRIBÍ,Domingo,PISTOLA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,5809000,2
04/03/2018,ATLÁNTICO,BARRANQUILLA (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,2
04/03/2018,ATLÁNTICO,BARRANQUILLA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,2
04/03/2018,BOLÍVAR,CARTAGENA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,13001000,1
04/03/2018,BOYACÁ,SANTA SOFÍA,Domingo,ESCOPETA DE FISTO,SIN PERMISO,RURAL,VIAS PUBLICAS,15696000,1
04/03/2018,CALDAS,NORCASIA,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,17495000,1
04/03/2018,CAQUETÁ,CARTAGENA DEL CHAIRÁ,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,18150000,1
04/03/2018,CAQUETÁ,SAN JOSÉ DEL FRAGUA,Domingo,ESCOPETA DE FISTO,SIN PERMISO,RURAL,CARRETERA,18610000,1
04/03/2018,CASANARE,PAZ DE ARIPORO,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,85250000,1
04/03/2018,CASANARE,TAURAMENA,Domingo,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,85410000,1
04/03/2018,CAUCA,EL TAMBO,Domingo,PISTOLA,CON PERMISO,RURAL,CARRETERA,19256000,1
04/03/2018,CAUCA,PUERTO TEJADA,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,19573000,1
04/03/2018,CESAR,RÍO DE ORO,Domingo,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,20614000,1
04/03/2018,CESAR,VALLEDUPAR (CT),Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,20001000,1
04/03/2018,CESAR,VALLEDUPAR (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,CARRETERA,20001000,1
04/03/2018,CHOCÓ,ISTMINA,Domingo,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,27361000,1
04/03/2018,CHOCÓ,QUIBDÓ (CT),Domingo,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,27001000,1
04/03/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
04/03/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,2
04/03/2018,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,REVOLVER,CON PERMISO,URBANA,AEROPUERTO,11001000,1
04/03/2018,CUNDINAMARCA,FACATATIVÁ,Domingo,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,25269000,1
04/03/2018,CUNDINAMARCA,FUSAGASUGÁ,Domingo,REVOLVER,SIN PERMISO,URBANA,DISCOTECAS,25290000,1
04/03/2018,CUNDINAMARCA,NILO,Domingo,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,25488000,1
04/03/2018,CUNDINAMARCA,SOACHA,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,25754000,1
04/03/2018,CUNDINAMARCA,UNE,Domingo,ESCOPETA,SIN PERMISO,RURAL,TRAMO DE VIA,25845000,1
04/03/2018,GUAJIRA,FONSECA,Domingo,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,44279000,1
04/03/2018,GUAJIRA,MAICAO,Domingo,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,44430000,1
04/03/2018,GUAJIRA,MAICAO,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,44430000,2
04/03/2018,HUILA,NEIVA (CT),Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,41001000,1
04/03/2018,MAGDALENA,CIÉNAGA,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,47189000,1
04/03/2018,MAGDALENA,EL BANCO,Domingo,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,47245000,1
04/03/2018,MAGDALENA,SANTA MARTA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,47001000,1
04/03/2018,MAGDALENA,ZONA BANANERA,Domingo,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,47980000,1
04/03/2018,META,BARRANCA DE UPÍA,Domingo,PISTOLA,CON PERMISO,RURAL,TRAMO DE VIA,50110000,1
04/03/2018,META,EL DORADO,Domingo,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,50270000,1
04/03/2018,META,PUERTO LÓPEZ,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,50573000,1
04/03/2018,META,PUERTO RICO,Domingo,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,50590000,1
04/03/2018,META,VILLAVICENCIO (CT),Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,50001000,1
04/03/2018,NARIÑO,PASTO (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,52001000,1
04/03/2018,NORTE DE SANTANDER,ABREGO,Domingo,ESCOPETA DE FISTO,SIN PERMISO,RURAL,CARRETERA,54003000,11
04/03/2018,NORTE DE SANTANDER,ABREGO,Domingo,REVOLVER,SIN PERMISO,RURAL,CARRETERA,54003000,1
04/03/2018,NORTE DE SANTANDER,BUCARASICA,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,54109000,1
04/03/2018,NORTE DE SANTANDER,CÚCUTA (CT),Domingo,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,54001000,1
04/03/2018,NORTE DE SANTANDER,DURANIA,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,54239000,1
04/03/2018,NORTE DE SANTANDER,HERRÁN,Domingo,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,54347000,1
04/03/2018,NORTE DE SANTANDER,TOLEDO,Domingo,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,54820000,1
04/03/2018,NORTE DE SANTANDER,VILLA CARO,Domingo,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,54871000,1
04/03/2018,PUTUMAYO,PUERTO ASÍS,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,86568000,1
04/03/2018,PUTUMAYO,VALLE DEL GUAMUEZ,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,86865000,1
04/03/2018,PUTUMAYO,VALLE DEL GUAMUEZ,Domingo,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,86865000,1
04/03/2018,SANTANDER,PUENTE NACIONAL,Domingo,ESCOPETA DE FISTO,SIN PERMISO,RURAL,CARRETERA,68572000,1
04/03/2018,TOLIMA,ARMERO,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,73055000,1
04/03/2018,TOLIMA,ESPINAL,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,73268000,1
04/03/2018,VALLE,CALI (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,2
04/03/2018,VALLE,CALI (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,5
04/03/2018,VALLE,CANDELARIA,Domingo,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,76130000,1
04/03/2018,VALLE,CANDELARIA,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76130000,1
04/03/2018,VALLE,GINEBRA,Domingo,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,76306000,1
04/03/2018,VALLE,JAMUNDÍ,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76364000,1
04/03/2018,VALLE,PALMIRA,Domingo,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,76520000,1
04/03/2018,VICHADA,PUERTO CARREÑO (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,99001000,1
05/03/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
05/03/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
05/03/2018,ANTIOQUIA,MEDELLÍN (CT),Lunes,ESCOPETA,SIN PERMISO,URBANA,TERMINAL DE TRANSPORTES,5001000,1
05/03/2018,ANTIOQUIA,SANTO DOMINGO,Lunes,REVOLVER,SIN PERMISO,RURAL,FINCAS Y SIMILARES,5690000,1
05/03/2018,ATLÁNTICO,BARRANQUILLA (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
05/03/2018,ATLÁNTICO,BARRANQUILLA (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,2
05/03/2018,ATLÁNTICO,JUAN DE ACOSTA,Lunes,REVOLVER,SIN PERMISO,RURAL,CARRETERA,8372000,1
05/03/2018,ATLÁNTICO,LURUACO,Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,8421000,1
05/03/2018,ATLÁNTICO,SOLEDAD,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8758000,1
